업체명,지역,업종,주소,전화번호,썸네일
갈비생각 포천이동점,포천시,"육류,고기요리",경기 포천시 이동면 화동로 2008,0507-1435-7411,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230810_274%2F16915959673695VScT_JPEG%2F20230808_200419.jpg
갈비1987 포천이동본점,포천시,소고기구이,경기 포천시 이동면 화동로 2065-1 갈비1987,031-532-3077,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240110_241%2F17048538988208fB2w_PNG%2F20240110_112713.png
원조향토이동갈비,포천시,"육류,고기요리",경기 포천시 일동면 화동로 1182,031-536-3263,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220929_244%2F1664427841922CQQuC_JPEG%2FKakaoTalk_20220929_140138825_01.jpg
옹기골만찬쌈밥,포천시,한식,경기 포천시 일동면 수입로 12 옹기골만찬,0507-1353-4077,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201013_46%2F1602574555254JaUsx_JPEG%2F99wwJWLFZbv24w22GMrqebB8.jpg
프롬이태리,포천시,이탈리아음식,경기 포천시 소흘읍 죽엽산로 669 프롬이태리,0507-1349-0414,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240409_72%2F1712631560318Vsfma_JPEG%2FIMG_9139.jpeg
원조이동김미자할머니갈비 포천이동본점,포천시,"육류,고기요리",경기 포천시 이동면 화동로 2087,0507-1338-2601,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170515_199%2F149485221900386cpn_JPEG%2F186465617358517_2.jpeg
숲속의제빵소,포천시,베이커리,경기 포천시 신북면 틀못이길 29,0507-1371-5518,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240412_163%2F1712893056855FpC19_PNG%2FKakaoTalk_20240412_122538580.png
소문난이동갈비 포천이동본점,포천시,"육류,고기요리",경기 포천시 이동면 화동로 1996 소문난이동갈비,0507-1328-0732,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230324_237%2F1679619724650fcgu8_JPEG%2FKakaoTalk_20220525_102027385_09.jpg
포천 고모리 삼낙촌,포천시,"육류,고기요리",경기 포천시 소흘읍 죽엽산로 559,0507-1401-3039,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20230925_233%2F1695606617679AGjPB_JPEG%2Fe03a44dd-5b45-11ee-b635-48df37e319a2_03.jpg
어반제주,포천시,"스파게티,파스타전문",경기 포천시 소흘읍 죽엽산로 441-3 어반제주,0507-1345-3833,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231113_176%2F1699848002511htb05_JPEG%2FIMG_8506.jpeg
오스스,포천시,양식,경기 포천시 왕방로118번길 33 1층,0507-1364-8338,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230213_28%2F1676277616735Wau5v_JPEG%2FKakaoTalk_20230213_172148280_20.jpg
가비가배,포천시,카페,경기 포천시 영북면 산정호수로 849-130,031-535-3460,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200212_100%2F1581488291291QVV9O_JPEG%2Fkzz7auso5RpKjP4W3nXLZVe0.jpg
고모리 민들레울,포천시,한식,경기 포천시 소흘읍 죽엽산로 604-31,0507-1326-0981,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220630_76%2F165658325767109Vnq_JPEG%2FKakaoTalk_20220630_185309071_03.jpg
중화요리 두드림,포천시,중식당,경기 포천시 소흘읍 솔모루로 164 A동 1층 101호,031-541-3363,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240214_287%2F1707891042607JmN9j_JPEG%2FKakaoTalk_20240207_112346724_20.jpg
선비꼬마김밥 계룡점,계룡시,분식,충남 계룡시 엄사면 엄사중앙로 101,042-841-0246,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220110_248%2F16417940508708BITI_JPEG%2F%25B8%25DE%25C0%25CE%25BB%25E7%25C1%25F82.jpg
왕십리장수곱창,계룡시,"곱창,막창,양",충남 계룡시 엄사면 번영2길 4-81,042-840-6442,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190902_18%2F1567411833533c8ecL_JPEG%2FXpOfVvRnpn57KyUACjLeq36g.jpg
유성갈비 계룡점,계룡시,"육류,고기요리",충남 계룡시 엄사면 번영1길 5-8,042-551-3511,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240411_14%2F1712794160655CKQhu_JPEG%2FIMG_4778.JPG
"쉼,어묵 그리고 한잔 술 계룡점",계룡시,술집,"충남 계룡시 엄사면 번영로 65 1층 쉼, 어묵 그리고 한잔 술",0507-1459-1295,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230209_54%2F1675925893271YSdAx_PNG%2FKakaoTalk_20230115_150453443.png
숯불바베큐치킨마트,계룡시,"치킨,닭강정",충남 계룡시 엄사면 번영2길 4-13 숯불바베큐치킨마트,042-841-9887,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F17620146%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1719414499007%26md%3DMgLrpUqGXickf2OwCbo7NymKMVw%253D
샤브마니아 충남계룡점,계룡시,샤브샤브,충남 계룡시 계룡대로 320,042-840-6399,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221209_284%2F1670565755726RknKT_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5%25C6%25C4%25C0%25CF_20220628_143539.jpg
김밥천국 엄사점,계룡시,분식,충남 계룡시 엄사면 엄사중앙로 94 지도,042-841-1959,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200506_147%2F1588730521124ysJqO_JPEG%2FH4ASzZsqnjSDS2CF1j8X85-J.jpg
한중원,계룡시,중식당,충남 계룡시 엄사면 연화동길 25,0507-1385-8151,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230218_15%2F1676704024519wF851_JPEG%2FScreenshot_20230218_112054.jpg
라플레르카페,계룡시,"카페,디저트",충남 계룡시 계룡대로 318 1층,0507-1304-2318,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240404_106%2F1712227386013nryOB_JPEG%2FIMG_9347.jpeg
호박이야기,계룡시,베이커리,충남 계룡시 엄사면 번영로 89,042-841-1559,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200113_130%2F1578884185003SLCmh_JPEG%2Fh3uF4Pn56yAKxTDl313VVgow.jpg
쟈뎅드모아,계룡시,"카페,디저트",충남 계룡시 엄사면 번영9길 7 1층,0507-1321-9239,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230331_180%2F1680271886384KM4fe_JPEG%2FF429A1D4-C6C8-4CDD-A026-39FFDA9E39DB.jpeg
우리쌀100호두과자,계룡시,호두과자,충남 계룡시 두마면 팥거리로 98,042-551-4321,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170510_214%2F1494402173050P0dCN_JPEG%2F186452568638661_0.jpeg
떡밀밀 계룡시청점,계룡시,떡볶이,충남 계룡시 서금암로 10 101호,0507-1434-3028,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230914_234%2F1694680226412pKQIo_JPEG%2F%25C4%25B8%25C3%25B3.JPG
본죽 계룡금암점,계룡시,죽,충남 계룡시 장안로 64,042-551-6277,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240610_139%2F1717979796085wlEXU_JPEG%2F2405_%25BA%25BB%25C1%25D7%25BA%25F1%25BA%25F6%25B9%25E4_%25BB%25EF%25B0%25E8%25C1%25D7_%25B3%25D7%25C0%25CC%25B9%25F6%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA.jpg
샵커피앤케이크,계룡시,"카페,디저트",충남 계룡시 엄사면 번영7길 11 1층,010-8688-7539,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181129_90%2F1543500523284vk8A6_JPEG%2F_LrBgh0P91XFNGWhf8JSg8-0.jpg
자매추어탕,계룡시,향토음식,충남 계룡시 엄사면 광석향한길 218,0507-1346-4996,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221121_204%2F1669017062763fp3Uq_JPEG%2F1669017023905.jpg
공주칼국수쭈꾸미구이 엄사점,계룡시,"칼국수,만두",충남 계룡시 엄사면 번영6길 8-1,042-841-5757,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230616_105%2F1686905351269iX80k_JPEG%2FKakaoTalk_20230616_174634230.jpg
맛도리,계룡시,"찌개,전골",충남 계룡시 엄사면 번영로 64 1층 103호,0507-1426-3582,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240607_266%2F1717732713535IjHBi_JPEG%2FIMG_1507.jpeg
카페다봄,계룡시,"카페,디저트",충남 계룡시 엄사면 번영로 44 105호,0507-1356-5651,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240524_151%2F1716547519283ITWGM_PNG%2F%25B8%25DE%25B4%25BA%25B8%25F0%25C0%25BD%25C4%25C6_2.png
대세박목살 라페스타점,고양시,"육류,고기요리",경기 고양시 일산동구 무궁화로 32-21 로데오메탈릭타워 104호,0507-1394-8667,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231102_172%2F1698895804340GcVs8_JPEG%2F1698895738127.jpg
수복삼계탕 일산점,고양시,"백숙,삼계탕","경기 고양시 일산동구 장백로 200 114, 115, 116호",031-932-9327,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240620_294%2F1718849782307LInAB_JPEG%2F1000008210.jpg
노상그릴드,고양시,"멕시코,남미음식",경기 고양시 일산동구 중앙로1261번길 57 대명레이크프라자1차 3층 303호 노상,0507-1414-5689,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240521_88%2F1716284290192YSXMK_JPEG%2FCYQxcL1vjP_03.jpg
스미카츠 일산본점,고양시,돈가스,경기 고양시 일산동구 중앙로1261번길 19 호수광장 빌딩 102호,031-926-2372,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20231211_231%2F17022833348344xHqt_JPEG%2F4de34a61-97ff-11ee-93e3-a0369ffdb590_03.jpg
마니산산채 일산점,고양시,한정식-일반,경기 고양시 일산서구 산남로 210,0507-1385-8712,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230620_14%2F1687249946542zSukB_JPEG%2FKakaoTalk_20230620_173135890_04.jpg
늘상웨돔,고양시,양식,경기 고양시 일산동구 중앙로1261번길 57 대명레이크프라자 1차 2층 206호,0507-1431-5689,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240513_193%2F1715570517422dv72e_JPEG%2FeEYGqHsLeB_03.jpg
어라속초생선찜 생선구이 일산애니골본점,고양시,"해물,생선요리",경기 고양시 일산동구 애니골길43번길 67 어라속초생선찜 생선구이 일산애니골본점,031-932-8238,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170906_114%2F1504678124287j5j62_JPEG%2F0_GhPZuXmerZiJMmYfRTN2xG.jpg
니취8로마,고양시,중식당,경기 고양시 일산동구 정발산로 38 103호,031-902-4020,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200109_120%2F1578576304904302kO_JPEG%2FpL_jKGpqNo-EYSi9iwo_dQsP.jpg
대종칼국수,고양시,한식,"경기 고양시 일산동구 정발산로 38 130호, 131호, 132호",070-7779-1111,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240613_111%2F1718261564950wN4eL_JPEG%2Fn3eb0X7SKs_03.jpg
아이라이크마운틴,고양시,"카페,디저트",경기 고양시 덕양구 고양대로2002번길 29,0507-1390-2247,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200728_106%2F1595878291855GUxFd_JPEG%2FnntOHs0vzNVGuGeZ0oxeMgzb.jpeg.jpg
더더간장게장무한리필,고양시,"해물,생선요리",경기 고양시 덕양구 원당로 357-1 1층,031-969-8848,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231219_95%2F1702963218517MSMOu_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5%25C6%25C4%25C0%25CF_20231219_141706.jpg
앨리스 케이커리,고양시,케이크전문,경기 고양시 일산동구 경의로 459-78 1층 앨리스케이커리,0507-1312-7897,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210524_115%2F1621836869456d1eYS_JPEG%2FK9S40J9VkV3JcElXvQk_t4tA.jpg
락희안 일산점,고양시,중식당,경기 고양시 일산동구 중앙로 1205 차병원 2층 207호,0507-1381-7814,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240503_155%2F1714726093372ALtXj_JPEG%2FTGso8dSDJr_03.jpg
베다니맷돌막국수,고양시,막국수,경기 고양시 일산서구 호수로856번길 56-2 1층,0507-1414-2037,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240122_45%2F1705916124304JFtNE_JPEG%2F1000033935.jpg
해물상회 삼송점,고양시,한식,"경기 고양시 덕양구 동송로 33 1층 136,137호",0507-1403-5071,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240430_149%2F1714441863864CE99j_JPEG%2FUXT43336.jpg
삼지연 평양냉면전문점,고양시,냉면,경기 고양시 일산서구 호수로856번길 74-4 1층,031-913-3459,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220928_189%2F1664354327636QzUWO_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5%25C6%25C4%25C0%25CF_20220928_173721.jpg
연희정 샤브샤브,고양시,샤브샤브,경기 고양시 덕양구 충장로282번길 120 1층,0507-1376-6641,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240426_164%2F1714122744368t7OJN_JPEG%2FIMG_3643.jpeg
스시마고 스타필드 고양점,고양시,"초밥,롤",경기 고양시 덕양구 고양대로 1955 스타필드 고양점 3층,0507-1386-3464,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230704_8%2F16884387054457RTKY_JPEG%2F20230704_114222.jpg
옐로커피,고양시,"카페,디저트",경기 고양시 일산동구 통일로1267번길 144-30 옐로커피,0507-1439-2292,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191124_178%2F1574600244088VHSeW_JPEG%2F94UuiIO0-WWieKpl2ATptIq5.jpg
레이지버거클럽 서오릉점,고양시,햄버거,경기 고양시 덕양구 서오릉로 740 1층,0507-1362-2144,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210706_47%2F1625583577737h5CXo_JPEG%2FuicihyaQmJjQW0vwAxHomubl.jpeg.jpg
카페 텐나인,고양시,"카페,디저트",경기 고양시 덕양구 행주산성로120번길 29 2층 카페 텐나인,031-970-1090,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20231220_245%2F17030483613284NoCE_PNG%2F4.png
녹향원,고양시,한식,경기 고양시 덕양구 행주산성로 127-5 녹향원,031-971-1904,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160329_73%2F1459241013405Hk7b6_JPEG%2F176279577352187_0.jpg
태리가옥,고양시,이탈리아음식,경기 고양시 일산동구 중앙로1275번길 56 1층 103호 태리가옥,0507-1350-8248,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230827_72%2F1693121206524e4aBp_JPEG%2FIMG_8410.jpeg
고향옥얼큰순대국 본점,고양시,"순대,순댓국",경기 고양시 일산동구 무궁화로 8-38 호수그린오피스텔 1층 고향옥얼큰순대국,0507-1391-5110,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240221_131%2F17084805542899xVLE_JPEG%2F503a4a2a-d05c-11ee-9642-a0369ffda7a8_03.jpg
위키친,고양시,양식,경기 고양시 일산동구 위시티2로11번길 16 3층,0507-1348-0452,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240331_71%2F1711862157447Enw6p_JPEG%2F1000005036.jpg
철원양평해장국 신관,고양시,해장국,경기 고양시 일산동구 장항로 145,031-906-0087,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230905_153%2F1693870822344kzpR5_JPEG%2F1693870805524.jpg
밍차이,고양시,중식당,경기 고양시 일산서구 킨텍스로 255 일산디엠시티 스카이뷰 103동 1층 130 호,0507-1351-8855,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210812_204%2F1628727153345BOySs_JPEG%2F1_atGq8reYWV-wCabgk-5C-L.jpg
청담한우 정육식당 지축점,고양시,소고기구이,경기 고양시 덕양구 지축1로 65 2층,0507-1428-1375,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231121_184%2F1700542384429olwM2_JPEG%2F42E78EF7-D0EA-4A72-8BE3-17FA6D895AC6.jpeg
타이리셔스 현대백화점 킨텍스점,고양시,태국음식,경기 고양시 일산서구 호수로 817 일산 현대백화점 킨텍스점 8층 타이리셔스,0507-1317-3826,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240425_14%2F1714024811153gMVAt_JPEG%2FVrjL9hVqRB_03.jpg
전설의우대갈비 주엽본점,고양시,"육류,고기요리","경기 고양시 일산서구 주엽로 80 B동 125호, 126호",0507-1369-5656,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200916_253%2F1600231239101PTT9y_JPEG%2FLq0OX7mbtlzrLfQSxGi7MEd_.jpg
산이화 한정식,고양시,한정식-일반,경기 고양시 덕양구 충장로282번길 49-13,031-968-3232,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191216_237%2F1576460924130nBAcf_JPEG%2FNVLMIg1X4go_xmfRu47Vhzcb.jpg
경성빵공장 서오릉점,고양시,베이커리,경기 고양시 덕양구 서오릉로 406-20,02-356-7826,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180509_188%2F15258245790641QGWY_JPEG%2FRkf7BT3Z9rvE3ndj6vJEOpUA.jpg
